date,code,name,shares,amount,weight
2026-07-06,2330,台積電,11960000,29421600000,10.33
2026-07-06,2327,國巨*,25098000,25223490000,8.86
2026-07-06,2383,台光電,4486000,24560850000,8.62
2026-07-06,2454,聯發科,5037000,20777625000,7.3
2026-07-06,2345,智邦,6334000,16753430000,5.88
2026-07-06,6223,旺矽,2382000,16328610000,5.73
2026-07-06,2303,聯電,86550000,14367300000,5.04
2026-07-06,3037,欣興,15203000,13941151000,4.89
2026-07-06,3017,奇鋐,5191000,13859970000,4.87
2026-07-06,6669,緯穎,2417000,12169595000,4.27
2026-07-06,2368,金像電,8315000,10185875000,3.58
2026-07-06,2308,台達電,5052000,10078740000,3.54
2026-07-06,8046,南電,8949000,9620175000,3.38
2026-07-06,3665,貿聯-KY,4833848,9401834360,3.3
2026-07-06,3711,日月光投控,12742000,8651818000,3.04
2026-07-06,6274,台燿,5160000,8410800000,2.95
2026-07-06,3653,健策,2267000,7526440000,2.64
2026-07-06,5274,信驊,379000,6166330000,2.17
2026-07-06,8210,勤誠,2267000,2924430000,1.03
2026-07-06,6805,富世達,1811000,2843270000,1.0
2026-07-06,6515,穎崴,226000,2014790000,0.71
2026-07-06,6187,萬潤,1334000,1380690000,0.48
2026-07-06,6147,頎邦,6275000,1361675000,0.48
2026-07-06,6510,精測,411000,1259715000,0.44
2026-07-06,5439,高技,3528000,1227744000,0.43
2026-07-06,2449,京元電子,3427000,1202877000,0.42
2026-07-06,6278,台表科,4334000,877635000,0.31
2026-07-06,6271,同欣電,2966000,806752000,0.28
2026-07-06,1590,亞德客-KY,528000,731280000,0.26
2026-07-06,6191,精成科,3988000,426716000,0.15
2026-07-06,3264,欣銓,1508000,387556000,0.14
2026-07-06,3376,新日興,1741000,346459000,0.12
2026-07-06,4966,譜瑞-KY,140000,89460000,0.03
2026-07-06,2002,中鋼,5163000,98097000,0.03
2026-07-06,6488,環球晶,50000,66750000,0.02
2026-07-06,8996,高力,1000,1425000,0.0
2026-07-06,8358,金居,1000,563000,0.0
2026-07-06,3661,世芯-KY,1000,4215000,0.0
2026-07-06,1815,富喬,107000,10646500,0.0
2026-07-06,3443,創意,1000,4605000,0.0
2026-07-06,2439,美律,1000,91800,0.0
2026-07-06,3008,大立光,1000,4135000,0.0
2026-07-06,4958,臻鼎-KY,1000,579000,0.0
2026-07-06,2382,廣達,1000,378000,0.0
2026-07-06,3533,嘉澤,1000,2125000,0.0
2026-07-06,2313,華通,1000,235000,0.0
2026-07-06,8150,南茂,1000,115500,0.0
2026-07-06,2317,鴻海,1000,242000,0.0
2026-07-06,5347,世界,1000,185000,0.0
2026-07-06,2481,強茂,5000,1137500,0.0
