date,code,name,shares,amount,weight
2026-07-20,2330,台積電,11960000,27747200000,11.06
2026-07-20,2383,台光電,4653000,20449935000,8.15
2026-07-20,2454,聯發科,5131000,17137540000,6.83
2026-07-20,2327,國巨*,25098000,15811740000,6.3
2026-07-20,6223,旺矽,2443000,13326565000,5.31
2026-07-20,2345,智邦,6334000,13238060000,5.28
2026-07-20,3037,欣興,16607000,12455250000,4.97
2026-07-20,3017,奇鋐,5295000,11304825000,4.51
2026-07-20,6669,緯穎,2417000,11323645000,4.51
2026-07-20,2303,聯電,86550000,11251500000,4.49
2026-07-20,8046,南電,9519000,10518495000,4.19
2026-07-20,3711,日月光投控,16135000,9632595000,3.84
2026-07-20,2308,台達電,5247000,8946135000,3.57
2026-07-20,3665,貿聯-KY,4833848,8797603360,3.51
2026-07-20,2368,金像電,8315000,7708005000,3.07
2026-07-20,3653,健策,2267000,7254400000,2.89
2026-07-20,6274,台燿,5160000,5805000000,2.31
2026-07-20,5274,信驊,448900,5797543500,2.31
2026-07-20,8210,勤誠,2267000,2448360000,0.98
2026-07-20,6805,富世達,1811000,2363355000,0.94
2026-07-20,2449,京元電子,6197000,1676288500,0.67
2026-07-20,6187,萬潤,1334000,1247290000,0.5
2026-07-20,6147,頎邦,6275000,1029100000,0.41
2026-07-20,6510,精測,349000,895185000,0.36
2026-07-20,5439,高技,3234000,802032000,0.32
2026-07-20,6515,穎崴,130000,786500000,0.31
2026-07-20,1590,亞德客-KY,528000,704880000,0.28
2026-07-20,6278,台表科,4334000,682605000,0.27
2026-07-20,6271,同欣電,2966000,570955000,0.23
2026-07-20,6191,精成科,3988000,360914000,0.14
2026-07-20,3376,新日興,1741000,324696500,0.13
2026-07-20,3264,欣銓,1508000,297830000,0.12
2026-07-20,2002,中鋼,5163000,95773650,0.04
2026-07-20,4966,譜瑞-KY,140000,79380000,0.03
2026-07-20,8996,高力,1000,971000,0.0
2026-07-20,8358,金居,1000,371000,0.0
2026-07-20,3661,世芯-KY,1000,3365000,0.0
2026-07-20,1815,富喬,107000,8271100,0.0
2026-07-20,3443,創意,1000,3745000,0.0
2026-07-20,2439,美律,1000,82200,0.0
2026-07-20,3008,大立光,1000,3875000,0.0
2026-07-20,4958,臻鼎-KY,1000,478500,0.0
2026-07-20,2382,廣達,1000,316000,0.0
2026-07-20,3533,嘉澤,1000,1905000,0.0
2026-07-20,6488,環球晶,1000,1265000,0.0
2026-07-20,2313,華通,1000,199000,0.0
2026-07-20,8150,南茂,1000,103000,0.0
2026-07-20,2317,鴻海,1000,234500,0.0
2026-07-20,5347,世界,1000,152500,0.0
2026-07-20,2481,強茂,5000,697500,0.0
