date,code,name,shares,amount,weight
2026-08-18,2383,台光電,4863000,30174915000,10.14
2026-08-18,2330,台積電,12134000,28878920000,9.71
2026-08-18,3037,欣興,20330000,23277850000,7.82
2026-08-18,2454,聯發科,5448000,21165480000,7.11
2026-08-18,3017,奇鋐,5900000,17906500000,6.02
2026-08-18,2345,智邦,6594000,14671650000,4.93
2026-08-18,2327,國巨*,25437000,14651712000,4.92
2026-08-18,6669,緯穎,2246000,14374400000,4.83
2026-08-18,6223,旺矽,2443000,12874610000,4.33
2026-08-18,2308,台達電,7070000,12867400000,4.33
2026-08-18,3653,健策,2395000,12334250000,4.15
2026-08-18,8046,南電,9634000,11994330000,4.03
2026-08-18,3711,日月光投控,19529000,11697871000,3.93
2026-08-18,2303,聯電,87718000,10438442000,3.51
2026-08-18,3665,貿聯-KY,4616848,10341739520,3.48
2026-08-18,6274,台燿,5499000,8495955000,2.86
2026-08-18,5274,信驊,484900,8269969500,2.78
2026-08-18,6805,富世達,2265000,4439400000,1.49
2026-08-18,2368,金像電,3000000,3210000000,1.08
2026-08-18,2449,京元電子,11295450,2665726200,0.9
2026-08-18,8210,勤誠,2497000,2559425000,0.86
2026-08-18,6187,萬潤,1133000,1427580000,0.48
2026-08-18,2360,致茂,622000,1433710000,0.48
2026-08-18,8996,高力,1102000,1294850000,0.44
2026-08-18,6510,精測,478000,1321670000,0.44
2026-08-18,4979,華星光,2424000,1279872000,0.43
2026-08-18,3264,欣銓,5918000,1245739000,0.42
2026-08-18,4958,臻鼎-KY,1682000,797268000,0.27
2026-08-18,6278,台表科,3250000,559000000,0.19
2026-08-18,6271,同欣電,2224000,433680000,0.15
2026-08-18,6191,精成科,3988000,340575200,0.11
2026-08-18,3376,新日興,1741000,329049000,0.11
2026-08-18,4966,譜瑞-KY,140000,79100000,0.03
2026-08-18,2002,中鋼,5163000,97838850,0.03
2026-08-18,8358,金居,1000,416000,0.0
2026-08-18,3661,世芯-KY,1000,3715000,0.0
2026-08-18,3443,創意,1000,5535000,0.0
2026-08-18,2439,美律,1000,79000,0.0
2026-08-18,1590,亞德客-KY,1000,1480000,0.0
2026-08-18,3008,大立光,1000,5290000,0.0
2026-08-18,2382,廣達,1000,327000,0.0
2026-08-18,3533,嘉澤,1000,1625000,0.0
2026-08-18,2408,南亞科,1000,515000,0.0
2026-08-18,6515,穎崴,1000,6315000,0.0
2026-08-18,6488,環球晶,1000,1060000,0.0
2026-08-18,2313,華通,1000,211000,0.0
2026-08-18,8150,南茂,1000,89100,0.0
2026-08-18,2317,鴻海,1000,249000,0.0
2026-08-18,5347,世界,1000,155000,0.0
2026-08-18,2481,強茂,5000,697500,0.0
