date,code,name,shares,amount,weight
2026-07-24,2330,台積電,11840000,27824000000,10.41
2026-07-24,2383,台光電,4653000,22125015000,8.28
2026-07-24,2454,聯發科,5131000,19241250000,7.2
2026-07-24,2327,國巨*,25098000,16112916000,6.03
2026-07-24,3037,欣興,16971000,14238669000,5.33
2026-07-24,2345,智邦,6334000,14061480000,5.26
2026-07-24,6223,旺矽,2443000,13937315000,5.21
2026-07-24,6669,緯穎,2417000,13849410000,5.18
2026-07-24,3017,奇鋐,5423000,12906740000,4.83
2026-07-24,2303,聯電,86550000,11078400000,4.14
2026-07-24,3665,貿聯-KY,4833848,10658634840,3.99
2026-07-24,8046,南電,9519000,10566090000,3.95
2026-07-24,3711,日月光投控,16327000,10008451000,3.74
2026-07-24,2308,台達電,5567000,9937095000,3.72
2026-07-24,3653,健策,2267000,7775810000,2.91
2026-07-24,2368,金像電,7478000,6737678000,2.52
2026-07-24,5274,信驊,448900,6612297000,2.47
2026-07-24,6274,台燿,5160000,6450000000,2.41
2026-07-24,6805,富世達,1931000,2722710000,1.02
2026-07-24,8210,勤誠,2267000,2482365000,0.93
2026-07-24,2449,京元電子,7089000,1921119000,0.72
2026-07-24,6187,萬潤,1334000,1256628000,0.47
2026-07-24,6510,精測,349000,903910000,0.34
2026-07-24,4958,臻鼎-KY,1682000,810724000,0.3
2026-07-24,4979,華星光,1874000,799261000,0.3
2026-07-24,1590,亞德客-KY,528000,752400000,0.28
2026-07-24,6147,頎邦,4706000,743548000,0.28
2026-07-24,6278,台表科,4334000,691273000,0.26
2026-07-24,5439,高技,2646000,623133000,0.23
2026-07-24,6515,穎崴,93000,585435000,0.22
2026-07-24,6271,同欣電,2966000,560574000,0.21
2026-07-24,2408,南亞科,940000,376940000,0.14
2026-07-24,6191,精成科,3988000,354533200,0.13
2026-07-24,3264,欣銓,1508000,315926000,0.12
2026-07-24,3376,新日興,1741000,322955500,0.12
2026-07-24,2002,中鋼,5163000,98871450,0.04
2026-07-24,4966,譜瑞-KY,140000,85540000,0.03
2026-07-24,8996,高力,1000,1005000,0.0
2026-07-24,8358,金居,1000,367000,0.0
2026-07-24,3661,世芯-KY,1000,3405000,0.0
2026-07-24,3443,創意,1000,4070000,0.0
2026-07-24,2439,美律,1000,82900,0.0
2026-07-24,3008,大立光,1000,3920000,0.0
2026-07-24,2382,廣達,1000,328000,0.0
2026-07-24,3533,嘉澤,1000,1970000,0.0
2026-07-24,6488,環球晶,1000,1030000,0.0
2026-07-24,2313,華通,1000,201500,0.0
2026-07-24,8150,南茂,1000,90800,0.0
2026-07-24,2317,鴻海,1000,252500,0.0
2026-07-24,5347,世界,1000,157000,0.0
2026-07-24,2481,強茂,5000,700000,0.0
