date,code,name,shares,amount,weight
2026-07-07,2330,台積電,11960000,29182400000,10.77
2026-07-07,2383,台光電,4597000,23996340000,8.86
2026-07-07,2327,國巨*,25098000,22713690000,8.38
2026-07-07,2454,聯發科,5131000,20677930000,7.63
2026-07-07,2345,智邦,6334000,15549970000,5.74
2026-07-07,6223,旺矽,2382000,15030420000,5.55
2026-07-07,2303,聯電,86550000,13415250000,4.95
2026-07-07,3037,欣興,15203000,12770520000,4.71
2026-07-07,3017,奇鋐,5191000,12717950000,4.69
2026-07-07,6669,緯穎,2417000,12121255000,4.47
2026-07-07,3665,貿聯-KY,4833848,9571019040,3.53
2026-07-07,2308,台達電,5052000,9548280000,3.52
2026-07-07,2368,金像電,8315000,9437525000,3.48
2026-07-07,8046,南電,8949000,9217470000,3.4
2026-07-07,3711,日月光投控,12742000,8295042000,3.06
2026-07-07,6274,台燿,5160000,8127000000,3.0
2026-07-07,3653,健策,2267000,7243065000,2.67
2026-07-07,5274,信驊,416900,6009613500,2.22
2026-07-07,6805,富世達,1811000,2698390000,1.0
2026-07-07,8210,勤誠,2267000,2663725000,0.98
2026-07-07,6515,穎崴,204000,1637100000,0.6
2026-07-07,6187,萬潤,1334000,1299316000,0.48
2026-07-07,6147,頎邦,6275000,1255000000,0.46
2026-07-07,5439,高技,3528000,1167768000,0.43
2026-07-07,6510,精測,411000,1165185000,0.43
2026-07-07,6278,台表科,4334000,845130000,0.31
2026-07-07,6271,同欣電,2966000,732602000,0.27
2026-07-07,1590,亞德客-KY,528000,728640000,0.27
2026-07-07,2449,京元電子,1886000,597862000,0.22
2026-07-07,6191,精成科,3988000,412758000,0.15
2026-07-07,3264,欣銓,1508000,349102000,0.13
2026-07-07,3376,新日興,1741000,338624500,0.12
2026-07-07,2002,中鋼,5163000,96031800,0.04
2026-07-07,4966,譜瑞-KY,140000,91000000,0.03
2026-07-07,6488,環球晶,50000,60250000,0.02
2026-07-07,8996,高力,1000,1335000,0.0
2026-07-07,8358,金居,1000,523000,0.0
2026-07-07,3661,世芯-KY,1000,4035000,0.0
2026-07-07,1815,富喬,107000,10325500,0.0
2026-07-07,3443,創意,1000,4480000,0.0
2026-07-07,2439,美律,1000,89400,0.0
2026-07-07,3008,大立光,1000,3890000,0.0
2026-07-07,4958,臻鼎-KY,1000,548000,0.0
2026-07-07,2382,廣達,1000,373000,0.0
2026-07-07,3533,嘉澤,1000,1965000,0.0
2026-07-07,2313,華通,1000,218000,0.0
2026-07-07,8150,南茂,1000,109000,0.0
2026-07-07,2317,鴻海,1000,237000,0.0
2026-07-07,5347,世界,1000,175000,0.0
2026-07-07,2481,強茂,5000,1080000,0.0
