date,code,name,shares,amount,weight
2026-09-10,2330,台積電,11864000,29066800000,10.24
2026-09-10,2383,台光電,4750000,25531250000,8.99
2026-09-10,2454,聯發科,5186000,24477920000,8.62
2026-09-10,3017,奇鋐,5949000,20583540000,7.25
2026-09-10,3037,欣興,20300000,20178200000,7.11
2026-09-10,6669,緯穎,6490561,15220365545,5.36
2026-09-10,3653,健策,2477000,14341830000,5.05
2026-09-10,6223,旺矽,2546000,14308520000,5.04
2026-09-10,2327,國巨*,24987000,14292564000,5.03
2026-09-10,2303,聯電,89118000,12699315000,4.47
2026-09-10,2345,智邦,6464000,12701760000,4.47
2026-09-10,2308,台達電,7240000,12127000000,4.27
2026-09-10,3711,日月光投控,16811000,10927150000,3.85
2026-09-10,8046,南電,9426000,10085820000,3.55
2026-09-10,3665,貿聯-KY,4280848,8262036640,2.91
2026-09-10,6274,台燿,5398000,7530210000,2.65
2026-09-10,5274,信驊,207900,3887730000,1.37
2026-09-10,6805,富世達,1731000,3790890000,1.33
2026-09-10,2449,京元電子,12818450,3480209175,1.23
2026-09-10,3443,創意,372000,2315700000,0.82
2026-09-10,6510,精測,637000,2337790000,0.82
2026-09-10,8210,勤誠,1516000,1379560000,0.49
2026-09-10,4958,臻鼎-KY,2712000,1341084000,0.47
2026-09-10,3264,欣銓,5028000,1206720000,0.42
2026-09-10,8996,高力,700000,910000000,0.32
2026-09-10,6515,穎崴,95000,683525000,0.24
2026-09-10,6278,台表科,3248000,621992000,0.22
2026-09-10,6271,同欣電,2222000,504394000,0.18
2026-09-10,6191,精成科,3988000,327016000,0.12
2026-09-10,3376,新日興,1740000,329730000,0.12
2026-09-10,2368,金像電,219000,228855000,0.08
2026-09-10,2313,華通,501000,112975500,0.04
2026-09-10,2002,中鋼,5163000,98613300,0.03
2026-09-10,8358,金居,1000,521000,0.0
2026-09-10,3661,世芯-KY,1000,4055000,0.0
2026-09-10,2439,美律,1000,77200,0.0
2026-09-10,1590,亞德客-KY,1000,1305000,0.0
2026-09-10,3008,大立光,1000,6720000,0.0
2026-09-10,2382,廣達,1000,336000,0.0
2026-09-10,6187,萬潤,1000,1280000,0.0
2026-09-10,4979,華星光,1000,571000,0.0
2026-09-10,2408,南亞科,1000,515000,0.0
2026-09-10,2637,慧洋-KY,1000,100500,0.0
2026-09-10,2360,致茂,1000,2180000,0.0
2026-09-10,6488,環球晶,1000,917000,0.0
2026-09-10,4966,譜瑞-KY,1000,540000,0.0
2026-09-10,8150,南茂,1000,90900,0.0
2026-09-10,2317,鴻海,1000,251000,0.0
2026-09-10,5347,世界,1000,161500,0.0
2026-09-10,2481,強茂,5000,772500,0.0
