date,code,name,shares,amount,weight
2026-06-11,2330,台積電,11960000,26910000000,9.73
2026-06-11,2383,台光電,4486000,22856170000,8.26
2026-06-11,2454,聯發科,4649000,18991165000,6.87
2026-06-11,2327,國巨*,21168000,17823456000,6.44
2026-06-11,2345,智邦,6334000,14409850000,5.21
2026-06-11,2308,台達電,6572000,14195520000,5.13
2026-06-11,6223,旺矽,2169000,13209210000,4.78
2026-06-11,6669,緯穎,2492000,12210800000,4.41
2026-06-11,3017,奇鋐,5191000,12120985000,4.38
2026-06-11,2368,金像電,8315000,11183675000,4.04
2026-06-11,3037,欣興,12466000,10645964000,3.85
2026-06-11,3665,貿聯-KY,4783848,10333111680,3.74
2026-06-11,3711,日月光投控,17948000,9763712000,3.53
2026-06-11,2303,聯電,73690000,9211250000,3.33
2026-06-11,8046,南電,10828000,8738196000,3.16
2026-06-11,3653,健策,2267000,8206540000,2.97
2026-06-11,5274,信驊,422000,7427200000,2.69
2026-06-11,6274,台燿,4763000,7025425000,2.54
2026-06-11,6515,穎崴,442000,3854240000,1.39
2026-06-11,8210,勤誠,2267000,3264480000,1.18
2026-06-11,6510,精測,930000,3152700000,1.14
2026-06-11,6805,富世達,1761000,3081750000,1.11
2026-06-11,2317,鴻海,7307000,1888859500,0.68
2026-06-11,3533,嘉澤,852000,1827540000,0.66
2026-06-11,2404,漢唐,1200000,1434000000,0.52
2026-06-11,6187,萬潤,1334000,1374020000,0.5
2026-06-11,6147,頎邦,5775000,1284937500,0.46
2026-06-11,5439,高技,3528000,1220688000,0.44
2026-06-11,8996,高力,1034000,1178760000,0.43
2026-06-11,8150,南茂,11635000,1129758500,0.41
2026-06-11,4966,譜瑞-KY,1642000,1078794000,0.39
2026-06-11,2449,京元電子,3645000,991440000,0.36
2026-06-11,6278,台表科,3734000,716928000,0.26
2026-06-11,3443,創意,167000,685535000,0.25
2026-06-11,1590,亞德客-KY,530000,670450000,0.24
2026-06-11,8358,金居,980000,529200000,0.19
2026-06-11,6191,精成科,3988000,366896000,0.13
2026-06-11,3376,新日興,1741000,354293500,0.13
2026-06-11,6271,同欣電,686000,148862000,0.05
2026-06-11,2002,中鋼,5163000,95773650,0.03
2026-06-11,2313,華通,329000,90475000,0.03
2026-06-11,1319,東陽,278000,28356000,0.01
2026-06-11,3264,欣銓,1000,215000,0.0
2026-06-11,3661,世芯-KY,1000,4060000,0.0
2026-06-11,1815,富喬,107000,9640700,0.0
2026-06-11,2439,美律,18000,1609200,0.0
2026-06-11,3008,大立光,1000,4165000,0.0
2026-06-11,2382,廣達,1000,370000,0.0
2026-06-11,5347,世界,1000,161500,0.0
2026-06-11,2481,強茂,5000,685000,0.0
