date,code,name,shares,amount,weight
2026-09-15,2330,台積電,11864000,28295640000,10.42
2026-09-15,2383,台光電,4750000,24296250000,8.95
2026-09-15,2454,聯發科,5186000,22973980000,8.46
2026-09-15,3037,欣興,20300000,19305300000,7.11
2026-09-15,3017,奇鋐,5949000,18531135000,6.82
2026-09-15,6669,緯穎,6490561,15025648715,5.53
2026-09-15,6223,旺矽,2546000,13850240000,5.1
2026-09-15,2327,國巨*,24987000,13418019000,4.94
2026-09-15,3653,健策,2512000,13338720000,4.91
2026-09-15,2303,聯電,89118000,12342843000,4.54
2026-09-15,2308,台達電,7240000,12090800000,4.45
2026-09-15,2345,智邦,6464000,11893760000,4.38
2026-09-15,8046,南電,9426000,10227210000,3.77
2026-09-15,3711,日月光投控,16811000,9952112000,3.66
2026-09-15,3665,貿聯-KY,4280848,8476079040,3.12
2026-09-15,6274,台燿,5398000,7395260000,2.72
2026-09-15,5274,信驊,207900,3642408000,1.34
2026-09-15,6805,富世達,1731000,3505275000,1.29
2026-09-15,2449,京元電子,12818450,3294341650,1.21
2026-09-15,3443,創意,413000,2492455000,0.92
2026-09-15,6510,精測,446000,1451730000,0.53
2026-09-15,8210,勤誠,1516000,1324984000,0.49
2026-09-15,4958,臻鼎-KY,2712000,1294980000,0.48
2026-09-15,3264,欣銓,5028000,1111188000,0.41
2026-09-15,6278,台表科,3248000,586264000,0.22
2026-09-15,8996,高力,485000,591700000,0.22
2026-09-15,6515,穎崴,95000,599450000,0.22
2026-09-15,6271,同欣電,2222000,491062000,0.18
2026-09-15,6191,精成科,3988000,323028000,0.12
2026-09-15,3376,新日興,1740000,301020000,0.11
2026-09-15,2368,金像電,219000,212868000,0.08
2026-09-15,2002,中鋼,5163000,96289950,0.04
2026-09-15,2313,華通,501000,109468500,0.04
2026-09-15,8358,金居,1000,482000,0.0
2026-09-15,3661,世芯-KY,1000,3355000,0.0
2026-09-15,2439,美律,1000,76600,0.0
2026-09-15,1590,亞德客-KY,1000,1280000,0.0
2026-09-15,3008,大立光,1000,6055000,0.0
2026-09-15,2382,廣達,1000,333000,0.0
2026-09-15,6187,萬潤,1000,1215000,0.0
2026-09-15,4979,華星光,1000,509000,0.0
2026-09-15,2408,南亞科,1000,465500,0.0
2026-09-15,2637,慧洋-KY,1000,96900,0.0
2026-09-15,2360,致茂,1000,2080000,0.0
2026-09-15,6488,環球晶,1000,914000,0.0
2026-09-15,4966,譜瑞-KY,1000,523000,0.0
2026-09-15,8150,南茂,1000,84400,0.0
2026-09-15,2317,鴻海,1000,246500,0.0
2026-09-15,5347,世界,1000,153000,0.0
2026-09-15,2481,強茂,5000,767500,0.0
