date,code,name,shares,amount,weight
2026-09-01,2330,台積電,11014000,26874160000,9.23
2026-09-01,2383,台光電,4757000,26829480000,9.21
2026-09-01,2454,聯發科,5088000,21954720000,7.54
2026-09-01,3017,奇鋐,5949000,20286090000,6.97
2026-09-01,3037,欣興,20300000,19711300000,6.77
2026-09-01,6669,緯穎,2176000,16972800000,5.83
2026-09-01,2345,智邦,6464000,14253120000,4.89
2026-09-01,2327,國巨*,24987000,14192616000,4.87
2026-09-01,3653,健策,2397000,14106345000,4.84
2026-09-01,2308,台達電,7240000,13502600000,4.64
2026-09-01,6223,旺矽,2476000,13395160000,4.6
2026-09-01,2303,聯電,89118000,11808135000,4.06
2026-09-01,8046,南電,9474000,11605650000,3.99
2026-09-01,3711,日月光投控,18679000,11394190000,3.91
2026-09-01,3665,貿聯-KY,4591848,10630128120,3.65
2026-09-01,6274,台燿,5398000,7827100000,2.69
2026-09-01,6805,富世達,1731000,3955335000,1.36
2026-09-01,2449,京元電子,12818450,3576347550,1.23
2026-09-01,5274,信驊,207900,3559248000,1.22
2026-09-01,8210,勤誠,2427000,2402730000,0.83
2026-09-01,3443,創意,325000,1948375000,0.67
2026-09-01,2368,金像電,1457000,1784825000,0.61
2026-09-01,4979,華星光,2838000,1702800000,0.58
2026-09-01,8996,高力,1300000,1527500000,0.52
2026-09-01,6510,精測,477000,1490625000,0.51
2026-09-01,3264,欣銓,5916000,1405050000,0.48
2026-09-01,4958,臻鼎-KY,2157000,1153995000,0.4
2026-09-01,6278,台表科,3248000,649600000,0.22
2026-09-01,6271,同欣電,2222000,513282000,0.18
2026-09-01,3376,新日興,1740000,370620000,0.13
2026-09-01,6515,穎崴,54000,373140000,0.13
2026-09-01,6191,精成科,3988000,336188400,0.12
2026-09-01,2313,華通,501000,126252000,0.04
2026-09-01,2002,中鋼,5163000,98355150,0.03
2026-09-01,8358,金居,1000,526000,0.0
2026-09-01,3661,世芯-KY,1000,4275000,0.0
2026-09-01,2439,美律,1000,78600,0.0
2026-09-01,1590,亞德客-KY,1000,1445000,0.0
2026-09-01,3008,大立光,1000,7580000,0.0
2026-09-01,2382,廣達,1000,342000,0.0
2026-09-01,6187,萬潤,8000,11000000,0.0
2026-09-01,2408,南亞科,1000,518000,0.0
2026-09-01,2637,慧洋-KY,1000,95600,0.0
2026-09-01,2360,致茂,1000,2030000,0.0
2026-09-01,6488,環球晶,1000,994000,0.0
2026-09-01,4966,譜瑞-KY,1000,580000,0.0
2026-09-01,8150,南茂,1000,93200,0.0
2026-09-01,2317,鴻海,1000,256000,0.0
2026-09-01,5347,世界,1000,153500,0.0
2026-09-01,2481,強茂,5000,785000,0.0
