date,code,name,shares,amount,weight
2026-07-27,2330,台積電,11840000,27824000000,10.39
2026-07-27,2383,台光電,4653000,22404195000,8.37
2026-07-27,2454,聯發科,5131000,18882080000,7.05
2026-07-27,2327,國巨*,25098000,15686250000,5.86
2026-07-27,3037,欣興,16971000,14391408000,5.37
2026-07-27,2345,智邦,6334000,14188160000,5.3
2026-07-27,6223,旺矽,2443000,13973960000,5.22
2026-07-27,6669,緯穎,2417000,13885665000,5.19
2026-07-27,3017,奇鋐,5423000,13015200000,4.86
2026-07-27,2303,聯電,86550000,10905300000,4.07
2026-07-27,3665,貿聯-KY,4833848,10392773200,3.88
2026-07-27,8046,南電,9519000,10232925000,3.82
2026-07-27,3711,日月光投控,16327000,9926816000,3.71
2026-07-27,2308,台達電,5567000,9770085000,3.65
2026-07-27,3653,健策,2267000,7991175000,2.98
2026-07-27,2368,金像電,7478000,6692810000,2.5
2026-07-27,5274,信驊,448900,6596585500,2.46
2026-07-27,6274,台燿,5160000,6475800000,2.42
2026-07-27,6805,富世達,1931000,2809605000,1.05
2026-07-27,8210,勤誠,2267000,2539040000,0.95
2026-07-27,2449,京元電子,7089000,1956564000,0.73
2026-07-27,6187,萬潤,1334000,1380690000,0.52
2026-07-27,6510,精測,349000,928340000,0.35
2026-07-27,4979,華星光,1874000,840489000,0.31
2026-07-27,4958,臻鼎-KY,1682000,791381000,0.3
2026-07-27,1590,亞德客-KY,528000,760320000,0.28
2026-07-27,6147,頎邦,4706000,729430000,0.27
2026-07-27,6278,台表科,4334000,680438000,0.25
2026-07-27,6515,穎崴,93000,594735000,0.22
2026-07-27,6271,同欣電,2966000,544261000,0.2
2026-07-27,5439,高技,2280000,533520000,0.2
2026-07-27,2408,南亞科,940000,409840000,0.15
2026-07-27,6191,精成科,3988000,352539200,0.13
2026-07-27,3264,欣銓,1508000,310648000,0.12
2026-07-27,3376,新日興,1741000,321214500,0.12
2026-07-27,2002,中鋼,5163000,99387750,0.04
2026-07-27,4966,譜瑞-KY,140000,86100000,0.03
2026-07-27,8996,高力,1000,995000,0.0
2026-07-27,8358,金居,1000,371000,0.0
2026-07-27,3661,世芯-KY,1000,3460000,0.0
2026-07-27,3443,創意,1000,4050000,0.0
2026-07-27,2439,美律,1000,83900,0.0
2026-07-27,3008,大立光,1000,4090000,0.0
2026-07-27,2382,廣達,1000,322000,0.0
2026-07-27,3533,嘉澤,1000,1955000,0.0
2026-07-27,6488,環球晶,1000,1065000,0.0
2026-07-27,2313,華通,1000,199500,0.0
2026-07-27,8150,南茂,1000,89900,0.0
2026-07-27,2317,鴻海,1000,253000,0.0
2026-07-27,5347,世界,1000,157000,0.0
2026-07-27,2481,強茂,5000,685000,0.0
