date,code,name,shares,amount,weight
2026-07-15,2330,台積電,11960000,29182400000,10.64
2026-07-15,2383,台光電,4653000,23637240000,8.62
2026-07-15,2327,國巨*,25098000,20028204000,7.3
2026-07-15,2454,聯發科,5131000,19189940000,7.0
2026-07-15,3037,欣興,16607000,15544152000,5.67
2026-07-15,6223,旺矽,2443000,15464190000,5.64
2026-07-15,2345,智邦,6334000,14821560000,5.4
2026-07-15,2303,聯電,86550000,14367300000,5.24
2026-07-15,8046,南電,9519000,13469385000,4.91
2026-07-15,6669,緯穎,2417000,12314615000,4.49
2026-07-15,3017,奇鋐,5191000,11238515000,4.1
2026-07-15,3711,日月光投控,15770000,10770910000,3.93
2026-07-15,2308,台達電,5181000,9792090000,3.57
2026-07-15,3665,貿聯-KY,4833848,9232649680,3.37
2026-07-15,2368,金像電,8315000,8522875000,3.11
2026-07-15,3653,健策,2267000,7435760000,2.71
2026-07-15,6274,台燿,5160000,7404600000,2.7
2026-07-15,5274,信驊,448900,6239710000,2.28
2026-07-15,8210,勤誠,2267000,2595715000,0.95
2026-07-15,6805,富世達,1811000,2526345000,0.92
2026-07-15,6515,穎崴,204000,1480020000,0.54
2026-07-15,6187,萬潤,1334000,1440720000,0.53
2026-07-15,6147,頎邦,6275000,1283237500,0.47
2026-07-15,2449,京元電子,4119000,1264533000,0.46
2026-07-15,5439,高技,3528000,1044288000,0.38
2026-07-15,6510,精測,349000,980690000,0.36
2026-07-15,6278,台表科,4334000,767118000,0.28
2026-07-15,1590,亞德客-KY,528000,720720000,0.26
2026-07-15,6271,同欣電,2966000,664384000,0.24
2026-07-15,6191,精成科,3988000,386437200,0.14
2026-07-15,3376,新日興,1741000,347329500,0.13
2026-07-15,3264,欣銓,1508000,338546000,0.12
2026-07-15,2002,中鋼,5163000,96289950,0.04
2026-07-15,6488,環球晶,50000,74000000,0.03
2026-07-15,4966,譜瑞-KY,140000,89040000,0.03
2026-07-15,8996,高力,1000,1185000,0.0
2026-07-15,8358,金居,1000,462500,0.0
2026-07-15,3661,世芯-KY,1000,3735000,0.0
2026-07-15,1815,富喬,107000,9769100,0.0
2026-07-15,3443,創意,1000,4120000,0.0
2026-07-15,2439,美律,1000,86100,0.0
2026-07-15,3008,大立光,1000,4040000,0.0
2026-07-15,4958,臻鼎-KY,1000,618000,0.0
2026-07-15,2382,廣達,1000,381000,0.0
2026-07-15,3533,嘉澤,1000,2025000,0.0
2026-07-15,2313,華通,1000,248000,0.0
2026-07-15,8150,南茂,1000,114000,0.0
2026-07-15,2317,鴻海,1000,239000,0.0
2026-07-15,5347,世界,1000,186500,0.0
2026-07-15,2481,強茂,5000,872500,0.0
