date,code,name,shares,amount,weight
2026-08-26,2330,台積電,11884000,28699860000,9.9
2026-08-26,2383,台光電,4843000,28549485000,9.85
2026-08-26,3037,欣興,20300000,23548000000,8.12
2026-08-26,2454,聯發科,5148000,20308860000,7.01
2026-08-26,3017,奇鋐,5979000,18863745000,6.51
2026-08-26,6669,緯穎,2226000,15103410000,5.21
2026-08-26,3653,健策,2407000,13780075000,4.75
2026-08-26,2327,國巨*,25387000,13632819000,4.7
2026-08-26,2345,智邦,6564000,13489020000,4.65
2026-08-26,6223,旺矽,2486000,12529440000,4.32
2026-08-26,2308,台達電,7040000,12320000000,4.25
2026-08-26,3711,日月光投控,19479000,11531568000,3.98
2026-08-26,8046,南電,9624000,11356320000,3.92
2026-08-26,2303,聯電,89518000,11055473000,3.81
2026-08-26,3665,貿聯-KY,4671848,9367055240,3.23
2026-08-26,6274,台燿,5498000,8411940000,2.9
2026-08-26,5274,信驊,383900,6023391000,2.08
2026-08-26,6805,富世達,2264000,4584600000,1.58
2026-08-26,2449,京元電子,11275450,2751209800,0.95
2026-08-26,8210,勤誠,2477000,2412598000,0.83
2026-08-26,2368,金像電,1957000,2035280000,0.7
2026-08-26,3443,創意,325000,1990625000,0.69
2026-08-26,8996,高力,1301000,1554695000,0.54
2026-08-26,4979,華星光,2424000,1449552000,0.5
2026-08-26,3264,欣銓,5917000,1286947500,0.44
2026-08-26,6510,精測,477000,1249740000,0.43
2026-08-26,4958,臻鼎-KY,1645000,745185000,0.26
2026-08-26,6278,台表科,3249000,648175500,0.22
2026-08-26,6187,萬潤,483000,627900000,0.22
2026-08-26,6271,同欣電,2223000,462384000,0.16
2026-08-26,3376,新日興,1741000,337754000,0.12
2026-08-26,6191,精成科,3988000,327414800,0.11
2026-08-26,4966,譜瑞-KY,140000,80640000,0.03
2026-08-26,2002,中鋼,5163000,99904050,0.03
2026-08-26,8358,金居,1000,449500,0.0
2026-08-26,3661,世芯-KY,1000,3960000,0.0
2026-08-26,2439,美律,1000,82100,0.0
2026-08-26,1590,亞德客-KY,1000,1470000,0.0
2026-08-26,3008,大立光,1000,6290000,0.0
2026-08-26,2382,廣達,1000,332500,0.0
2026-08-26,2408,南亞科,1000,517000,0.0
2026-08-26,2637,慧洋-KY,1000,91200,0.0
2026-08-26,6515,穎崴,1000,6025000,0.0
2026-08-26,2360,致茂,1000,1980000,0.0
2026-08-26,6488,環球晶,1000,949000,0.0
2026-08-26,2313,華通,1000,222000,0.0
2026-08-26,8150,南茂,1000,91100,0.0
2026-08-26,2317,鴻海,1000,246500,0.0
2026-08-26,5347,世界,1000,152000,0.0
2026-08-26,2481,強茂,5000,752500,0.0
