date,code,name,shares,amount,weight
2026-07-29,2330,台積電,10740000,23628000000,9.86
2026-07-29,2383,台光電,4653000,19077300000,7.96
2026-07-29,2454,聯發科,5131000,16162650000,6.75
2026-07-29,2327,國巨*,25098000,12724686000,5.31
2026-07-29,6669,緯穎,2417000,12411295000,5.18
2026-07-29,2345,智邦,6334000,12097940000,5.05
2026-07-29,6223,旺矽,2443000,11701970000,4.88
2026-07-29,3037,欣興,16971000,11676048000,4.87
2026-07-29,3017,奇鋐,5423000,11361185000,4.74
2026-07-29,3665,貿聯-KY,4833848,10102742320,4.22
2026-07-29,2303,聯電,86550000,8871375000,3.7
2026-07-29,8046,南電,9519000,8367201000,3.49
2026-07-29,2308,台達電,5567000,8322665000,3.47
2026-07-29,3711,日月光投控,16327000,8147173000,3.4
2026-07-29,3653,健策,2267000,7503770000,3.13
2026-07-29,5274,信驊,448900,5795299000,2.42
2026-07-29,2368,金像電,7478000,5451462000,2.28
2026-07-29,6274,台燿,5160000,5263200000,2.2
2026-07-29,6805,富世達,1931000,2442715000,1.02
2026-07-29,8210,勤誠,2267000,2223927000,0.93
2026-07-29,2449,京元電子,7443450,1581733125,0.66
2026-07-29,6187,萬潤,1334000,1187260000,0.5
2026-07-29,6510,精測,319000,756030000,0.32
2026-07-29,4979,華星光,1874000,720553000,0.3
2026-07-29,1590,亞德客-KY,528000,699600000,0.29
2026-07-29,4958,臻鼎-KY,1682000,680369000,0.28
2026-07-29,6278,台表科,3972000,542178000,0.23
2026-07-29,6515,穎崴,93000,503595000,0.21
2026-07-29,6147,頎邦,3764000,474264000,0.2
2026-07-29,6271,同欣電,2718000,404982000,0.17
2026-07-29,2408,南亞科,940000,332290000,0.14
2026-07-29,6191,精成科,3988000,317444800,0.13
2026-07-29,3376,新日興,1741000,294229000,0.12
2026-07-29,3264,欣銓,1508000,251836000,0.11
2026-07-29,5439,高技,1056000,206448000,0.09
2026-07-29,2002,中鋼,5163000,97838850,0.04
2026-07-29,4966,譜瑞-KY,140000,78540000,0.03
2026-07-29,8996,高力,1000,859000,0.0
2026-07-29,8358,金居,1000,301000,0.0
2026-07-29,3661,世芯-KY,1000,2805000,0.0
2026-07-29,3443,創意,1000,3295000,0.0
2026-07-29,2439,美律,1000,81300,0.0
2026-07-29,3008,大立光,1000,3850000,0.0
2026-07-29,2382,廣達,1000,309500,0.0
2026-07-29,3533,嘉澤,1000,1725000,0.0
2026-07-29,6488,環球晶,1000,864000,0.0
2026-07-29,2313,華通,1000,171000,0.0
2026-07-29,8150,南茂,1000,72900,0.0
2026-07-29,2317,鴻海,1000,237000,0.0
2026-07-29,5347,世界,1000,133000,0.0
2026-07-29,2481,強茂,5000,562500,0.0
