date,code,name,shares,amount,weight
2026-06-03,2330,台積電,11960000,29003000000,9.97
2026-06-03,2383,台光電,4486000,21667380000,7.45
2026-06-03,2454,聯發科,4263000,19375335000,6.66
2026-06-03,2308,台達電,6572000,16134260000,5.55
2026-06-03,2345,智邦,6231000,16107135000,5.54
2026-06-03,2327,國巨*,18313000,15016660000,5.16
2026-06-03,3017,奇鋐,5191000,14820305000,5.09
2026-06-03,6669,緯穎,2437000,13647200000,4.69
2026-06-03,6223,旺矽,2169000,12797100000,4.4
2026-06-03,3037,欣興,12466000,12466000000,4.29
2026-06-03,3711,日月光投控,17948000,11091864000,3.81
2026-06-03,3665,貿聯-KY,4703848,10842369640,3.73
2026-06-03,2368,金像電,7769000,10760065000,3.7
2026-06-03,8046,南電,10828000,9788512000,3.36
2026-06-03,2303,聯電,71690000,9355545000,3.22
2026-06-03,3653,健策,2267000,8852635000,3.04
2026-06-03,5274,信驊,422000,7587560000,2.61
2026-06-03,6274,台燿,4400000,7458000000,2.56
2026-06-03,6805,富世達,1761000,3671685000,1.26
2026-06-03,6515,穎崴,442000,3633240000,1.25
2026-06-03,8210,勤誠,2167000,3152985000,1.08
2026-06-03,6510,精測,930000,3078300000,1.06
2026-06-03,2382,廣達,5441000,2268897000,0.78
2026-06-03,2317,鴻海,7307000,2257863000,0.78
2026-06-03,3533,嘉澤,852000,2189640000,0.75
2026-06-03,6147,頎邦,5775000,1588125000,0.55
2026-06-03,6187,萬潤,1334000,1420710000,0.49
2026-06-03,2404,漢唐,1200000,1386000000,0.48
2026-06-03,3008,大立光,329000,1311065000,0.45
2026-06-03,5439,高技,3528000,1323000000,0.45
2026-06-03,4966,譜瑞-KY,1642000,1321810000,0.45
2026-06-03,2449,京元電子,3645000,1175512500,0.4
2026-06-03,8996,高力,1034000,1132230000,0.39
2026-06-03,8150,南茂,11635000,1114633000,0.38
2026-06-03,6278,台表科,3734000,780406000,0.27
2026-06-03,3443,創意,167000,769035000,0.26
2026-06-03,1590,亞德客-KY,530000,726100000,0.25
2026-06-03,8358,金居,980000,602700000,0.21
2026-06-03,6191,精成科,3988000,400794000,0.14
2026-06-03,3376,新日興,1741000,394336500,0.14
2026-06-03,6271,同欣電,686000,171500000,0.06
2026-06-03,2002,中鋼,5163000,100162200,0.03
2026-06-03,2313,華通,329000,87678500,0.03
2026-06-03,1319,東陽,511000,48187300,0.02
2026-06-03,3264,欣銓,1000,229500,0.0
2026-06-03,2357,華碩,1000,931000,0.0
2026-06-03,3661,世芯-KY,1000,4595000,0.0
2026-06-03,1815,富喬,107000,11395500,0.0
2026-06-03,2439,美律,18000,1692000,0.0
2026-06-03,5347,世界,1000,168000,0.0
2026-06-03,2481,強茂,5000,795000,0.0
