date,code,name,shares,amount,weight
2026-05-26,2330,台積電,11657000,26461390000,9.24
2026-05-26,2383,台光電,4723000,24984670000,8.72
2026-05-26,2454,聯發科,4263000,18181695000,6.35
2026-05-26,2345,智邦,6231000,16325220000,5.7
2026-05-26,2308,台達電,6572000,15444200000,5.39
2026-05-26,3017,奇鋐,5141000,14009225000,4.89
2026-05-26,6223,旺矽,2169000,13534560000,4.73
2026-05-26,3037,欣興,12076000,13102460000,4.57
2026-05-26,6669,緯穎,2344000,12376320000,4.32
2026-05-26,2327,國巨*,18313000,12104893000,4.23
2026-05-26,2368,金像電,7669000,11081705000,3.87
2026-05-26,3665,貿聯-KY,4703848,10654215720,3.72
2026-05-26,8046,南電,11398000,10508956000,3.67
2026-05-26,3711,日月光投控,15640000,9556040000,3.34
2026-05-26,2303,聯電,66190000,8637795000,3.02
2026-05-26,3653,健策,2267000,8319890000,2.9
2026-05-26,5274,信驊,422000,7275280000,2.54
2026-05-26,6274,台燿,4151000,6558580000,2.29
2026-05-26,2449,京元電子,12919000,4373081500,1.53
2026-05-26,6515,穎崴,442000,3936010000,1.37
2026-05-26,6510,精測,930000,3175950000,1.11
2026-05-26,6805,富世達,1761000,3143385000,1.1
2026-05-26,8210,勤誠,2167000,3120480000,1.09
2026-05-26,2404,漢唐,1715000,2169475000,0.76
2026-05-26,3533,嘉澤,772000,2038080000,0.71
2026-05-26,3264,欣銓,6217000,1436127000,0.5
2026-05-26,6187,萬潤,1224000,1413720000,0.49
2026-05-26,5439,高技,3528000,1379448000,0.48
2026-05-26,8996,高力,1034000,1287330000,0.45
2026-05-26,3008,大立光,329000,1205785000,0.42
2026-05-26,8358,金居,1980000,1055340000,0.37
2026-05-26,8150,南茂,11334000,967923600,0.34
2026-05-26,6278,台表科,3734000,920431000,0.32
2026-05-26,6147,頎邦,3201000,833860500,0.29
2026-05-26,4966,譜瑞-KY,1036000,836052000,0.29
2026-05-26,1590,亞德客-KY,530000,776450000,0.27
2026-05-26,6415,矽力*-KY,1038000,653940000,0.23
2026-05-26,3443,創意,96000,507360000,0.18
2026-05-26,2313,華通,1649000,469140500,0.16
2026-05-26,6191,精成科,3988000,383645600,0.13
2026-05-26,3376,新日興,1741000,381279000,0.13
2026-05-26,2481,強茂,2056000,302232000,0.11
2026-05-26,6271,同欣電,686000,178703000,0.06
2026-05-26,2002,中鋼,5163000,100678500,0.04
2026-05-26,1319,東陽,511000,40931100,0.01
2026-05-26,2357,華碩,1000,699000,0.0
2026-05-26,3661,世芯-KY,1000,4640000,0.0
2026-05-26,1815,富喬,107000,11556000,0.0
2026-05-26,2439,美律,18000,1661400,0.0
2026-05-26,2317,鴻海,1000,259000,0.0
2026-05-26,5347,世界,1000,165000,0.0
