date,code,name,shares,amount,weight
2026-09-09,2330,台積電,11864000,29244760000,10.25
2026-09-09,2383,台光電,4750000,25531250000,8.95
2026-09-09,2454,聯發科,5186000,23985250000,8.41
2026-09-09,3037,欣興,20300000,20157900000,7.07
2026-09-09,3017,奇鋐,5949000,20107620000,7.05
2026-09-09,6669,緯穎,6490561,15090554325,5.29
2026-09-09,6223,旺矽,2546000,14295790000,5.01
2026-09-09,2327,國巨*,24987000,14117655000,4.95
2026-09-09,3653,健策,2447000,14094720000,4.94
2026-09-09,2345,智邦,6464000,13024960000,4.57
2026-09-09,2308,台達電,7240000,12995800000,4.55
2026-09-09,2303,聯電,89118000,12610197000,4.42
2026-09-09,3711,日月光投控,16811000,10759040000,3.77
2026-09-09,8046,南電,9426000,10462860000,3.67
2026-09-09,3665,貿聯-KY,4280848,8454674800,2.96
2026-09-09,6274,台燿,5398000,7260310000,2.54
2026-09-09,6805,富世達,1731000,3972645000,1.39
2026-09-09,5274,信驊,207900,3867979500,1.36
2026-09-09,2449,京元電子,12818450,3460981500,1.21
2026-09-09,6510,精測,637000,2299570000,0.81
2026-09-09,3443,創意,372000,2204100000,0.77
2026-09-09,8210,勤誠,1902000,1742232000,0.61
2026-09-09,4958,臻鼎-KY,2712000,1361424000,0.48
2026-09-09,3264,欣銓,5028000,1171524000,0.41
2026-09-09,8996,高力,745000,1002025000,0.35
2026-09-09,6515,穎崴,95000,691600000,0.24
2026-09-09,6278,台表科,3248000,628488000,0.22
2026-09-09,4979,華星光,924000,563640000,0.2
2026-09-09,6271,同欣電,2222000,503283000,0.18
2026-09-09,3376,新日興,1740000,358440000,0.13
2026-09-09,6191,精成科,3988000,331402800,0.12
2026-09-09,2368,金像電,219000,240900000,0.08
2026-09-09,2313,華通,501000,114228000,0.04
2026-09-09,2002,中鋼,5163000,99387750,0.03
2026-09-09,8358,金居,1000,526000,0.0
2026-09-09,3661,世芯-KY,1000,3905000,0.0
2026-09-09,2439,美律,1000,74900,0.0
2026-09-09,1590,亞德客-KY,1000,1330000,0.0
2026-09-09,3008,大立光,1000,6870000,0.0
2026-09-09,2382,廣達,1000,342000,0.0
2026-09-09,6187,萬潤,1000,1330000,0.0
2026-09-09,2408,南亞科,1000,523000,0.0
2026-09-09,2637,慧洋-KY,1000,100500,0.0
2026-09-09,2360,致茂,1000,2335000,0.0
2026-09-09,6488,環球晶,1000,955000,0.0
2026-09-09,4966,譜瑞-KY,1000,550000,0.0
2026-09-09,8150,南茂,1000,91500,0.0
2026-09-09,2317,鴻海,1000,252000,0.0
2026-09-09,5347,世界,1000,157000,0.0
2026-09-09,2481,強茂,5000,760000,0.0
