date,code,name,shares,amount,weight
2026-08-04,2330,台積電,11959000,27744880000,9.3
2026-08-04,2383,台光電,4863000,24995820000,8.38
2026-08-04,2454,聯發科,5448000,21056520000,7.06
2026-08-04,3037,欣興,20210000,18674040000,6.26
2026-08-04,6669,緯穎,2708000,16803140000,5.63
2026-08-04,3017,奇鋐,5801000,15082600000,5.06
2026-08-04,2345,智邦,6419000,14892080000,4.99
2026-08-04,6223,旺矽,2443000,14413700000,4.83
2026-08-04,2327,國巨*,25437000,14397342000,4.83
2026-08-04,3665,貿聯-KY,5130848,11800950400,3.96
2026-08-04,2303,聯電,87718000,10394583000,3.48
2026-08-04,8046,南電,9519000,9947355000,3.33
2026-08-04,3653,健策,2375000,9844375000,3.3
2026-08-04,2308,台達電,5932000,9609840000,3.22
2026-08-04,3711,日月光投控,16327000,9551295000,3.2
2026-08-04,6274,台燿,5499000,7368660000,2.47
2026-08-04,5274,信驊,454900,7050950000,2.36
2026-08-04,2368,金像電,7579000,6798363000,2.28
2026-08-04,6805,富世達,1957000,3111630000,1.04
2026-08-04,2449,京元電子,11295450,2773032975,0.93
2026-08-04,8210,勤誠,2297000,2641550000,0.89
2026-08-04,6187,萬潤,1334000,1454060000,0.49
2026-08-04,2360,致茂,472000,908600000,0.3
2026-08-04,4979,華星光,1874000,838615000,0.28
2026-08-04,1590,亞德客-KY,528000,752400000,0.25
2026-08-04,4958,臻鼎-KY,1682000,746808000,0.25
2026-08-04,6510,精測,261000,729495000,0.24
2026-08-04,6515,穎崴,93000,611475000,0.2
2026-08-04,6278,台表科,3250000,497250000,0.17
2026-08-04,8996,高力,412000,424360000,0.14
2026-08-04,2408,南亞科,940000,409840000,0.14
2026-08-04,6271,同欣電,2224000,399208000,0.13
2026-08-04,2049,上銀,1080000,358560000,0.12
2026-08-04,6191,精成科,3988000,331004000,0.11
2026-08-04,3264,欣銓,1508000,291798000,0.1
2026-08-04,3376,新日興,1741000,312509500,0.1
2026-08-04,4966,譜瑞-KY,140000,81760000,0.03
2026-08-04,2002,中鋼,5163000,97322550,0.03
2026-08-04,8358,金居,1000,341000,0.0
2026-08-04,3661,世芯-KY,1000,3390000,0.0
2026-08-04,3443,創意,1000,4145000,0.0
2026-08-04,2439,美律,1000,81200,0.0
2026-08-04,3008,大立光,1000,4355000,0.0
2026-08-04,2382,廣達,1000,300500,0.0
2026-08-04,3533,嘉澤,1000,2010000,0.0
2026-08-04,6488,環球晶,1000,952000,0.0
2026-08-04,2313,華通,1000,198500,0.0
2026-08-04,8150,南茂,1000,82500,0.0
2026-08-04,2317,鴻海,1000,250000,0.0
2026-08-04,5347,世界,1000,154500,0.0
2026-08-04,2481,強茂,5000,650000,0.0
