date,code,name,shares,amount,weight
2026-06-24,2330,台積電,11960000,28584400000,9.8
2026-06-24,2327,國巨*,23892000,25086600000,8.6
2026-06-24,2383,台光電,4486000,24942160000,8.55
2026-06-24,2454,聯發科,5037000,21583545000,7.4
2026-06-24,6223,旺矽,2352000,16875600000,5.79
2026-06-24,2345,智邦,6334000,15043250000,5.16
2026-06-24,2303,聯電,83532000,14868696000,5.1
2026-06-24,3017,奇鋐,5191000,13133230000,4.5
2026-06-24,3037,欣興,13307000,12388817000,4.25
2026-06-24,2308,台達電,5910000,11820000000,4.05
2026-06-24,6669,緯穎,2417000,11130285000,3.82
2026-06-24,2368,金像電,8315000,10435325000,3.58
2026-06-24,3665,貿聯-KY,4833848,9691865240,3.32
2026-06-24,3711,日月光投控,14158000,9245174000,3.17
2026-06-24,6274,台燿,5058000,8927370000,3.06
2026-06-24,8046,南電,8917000,8515735000,2.92
2026-06-24,3653,健策,2267000,8251880000,2.83
2026-06-24,5274,信驊,422000,7733150000,2.65
2026-06-24,6515,穎崴,348000,3306000000,1.13
2026-06-24,6805,富世達,1811000,3268855000,1.12
2026-06-24,6510,精測,930000,3222450000,1.1
2026-06-24,8210,勤誠,2267000,3003775000,1.03
2026-06-24,2449,京元電子,6484000,2162414000,0.74
2026-06-24,3533,嘉澤,852000,1904220000,0.65
2026-06-24,2317,鴻海,7307000,1870592000,0.64
2026-06-24,6147,頎邦,6275000,1562475000,0.54
2026-06-24,6187,萬潤,1334000,1414040000,0.48
2026-06-24,5439,高技,3528000,1130724000,0.39
2026-06-24,4966,譜瑞-KY,1642000,1090288000,0.37
2026-06-24,6278,台表科,4334000,873301000,0.3
2026-06-24,6271,同欣電,2966000,745949000,0.26
2026-06-24,1590,亞德客-KY,530000,734050000,0.25
2026-06-24,8358,金居,980000,625240000,0.21
2026-06-24,8996,高力,354000,513300000,0.18
2026-06-24,6191,精成科,3988000,392419200,0.13
2026-06-24,3264,欣銓,1508000,353626000,0.12
2026-06-24,3376,新日興,1741000,349941000,0.12
2026-06-24,6488,環球晶,350000,337750000,0.12
2026-06-24,2002,中鋼,5163000,99904050,0.03
2026-06-24,3661,世芯-KY,1000,4330000,0.0
2026-06-24,1815,富喬,107000,11395500,0.0
2026-06-24,3443,創意,1000,4880000,0.0
2026-06-24,2439,美律,18000,1652400,0.0
2026-06-24,3008,大立光,1000,4900000,0.0
2026-06-24,4958,臻鼎-KY,1000,587000,0.0
2026-06-24,2382,廣達,1000,372000,0.0
2026-06-24,2313,華通,1000,240000,0.0
2026-06-24,8150,南茂,1000,103000,0.0
2026-06-24,5347,世界,1000,200000,0.0
2026-06-24,2481,強茂,5000,975000,0.0
