date,code,name,shares,amount,weight
2026-08-28,2330,台積電,11264000,27258880000,9.29
2026-08-28,2383,台光電,4807000,26390430000,8.99
2026-08-28,3037,欣興,20300000,22533000000,7.68
2026-08-28,2454,聯發科,5148000,20514780000,6.99
2026-08-28,3017,奇鋐,5979000,20089440000,6.85
2026-08-28,6669,緯穎,2226000,16027200000,5.46
2026-08-28,2327,國巨*,25387000,15156039000,5.17
2026-08-28,3653,健策,2407000,13924495000,4.75
2026-08-28,2345,智邦,6564000,13948500000,4.75
2026-08-28,2308,台達電,7250000,13267500000,4.52
2026-08-28,6223,旺矽,2486000,12504580000,4.26
2026-08-28,3711,日月光投控,19479000,12096459000,4.12
2026-08-28,8046,南電,9624000,11933760000,4.07
2026-08-28,2303,聯電,89518000,11637340000,3.97
2026-08-28,3665,貿聯-KY,4671848,10558376480,3.6
2026-08-28,6274,台燿,5498000,8192020000,2.79
2026-08-28,6805,富世達,2264000,5309080000,1.81
2026-08-28,5274,信驊,313900,4906257000,1.67
2026-08-28,2449,京元電子,12668450,3420481500,1.17
2026-08-28,8210,勤誠,2477000,2452230000,0.84
2026-08-28,2368,金像電,1957000,2211410000,0.75
2026-08-28,3443,創意,325000,1954875000,0.67
2026-08-28,4979,華星光,3173000,1935530000,0.66
2026-08-28,8996,高力,1301000,1645765000,0.56
2026-08-28,3264,欣銓,5917000,1390495000,0.47
2026-08-28,6510,精測,477000,1278360000,0.44
2026-08-28,4958,臻鼎-KY,1645000,790422500,0.27
2026-08-28,6278,台表科,3249000,654673500,0.22
2026-08-28,6271,同欣電,2223000,477945000,0.16
2026-08-28,3376,新日興,1741000,377797000,0.13
2026-08-28,6191,精成科,3988000,337783600,0.12
2026-08-28,6187,萬潤,88000,120120000,0.04
2026-08-28,2002,中鋼,5163000,98355150,0.03
2026-08-28,8358,金居,1000,543000,0.0
2026-08-28,3661,世芯-KY,1000,4065000,0.0
2026-08-28,2439,美律,1000,78500,0.0
2026-08-28,1590,亞德客-KY,1000,1415000,0.0
2026-08-28,3008,大立光,1000,7065000,0.0
2026-08-28,2382,廣達,1000,332500,0.0
2026-08-28,2408,南亞科,1000,540000,0.0
2026-08-28,2637,慧洋-KY,1000,92100,0.0
2026-08-28,6515,穎崴,1000,6250000,0.0
2026-08-28,2360,致茂,1000,2010000,0.0
2026-08-28,6488,環球晶,1000,972000,0.0
2026-08-28,4966,譜瑞-KY,1000,584000,0.0
2026-08-28,2313,華通,1000,241000,0.0
2026-08-28,8150,南茂,1000,90500,0.0
2026-08-28,2317,鴻海,1000,253000,0.0
2026-08-28,5347,世界,1000,153000,0.0
2026-08-28,2481,強茂,5000,770000,0.0
