date,code,name,shares,amount,weight
2026-06-26,2330,台積電,11960000,27986400000,10.08
2026-06-26,2327,國巨*,25098000,25474470000,9.18
2026-06-26,2383,台光電,4486000,23573930000,8.49
2026-06-26,2454,聯發科,5037000,19543560000,7.04
2026-06-26,6223,旺矽,2352000,15288000000,5.51
2026-06-26,2345,智邦,6334000,15074920000,5.43
2026-06-26,3037,欣興,14735000,14366625000,5.17
2026-06-26,2303,聯電,86550000,14194200000,5.11
2026-06-26,3017,奇鋐,5191000,11705705000,4.22
2026-06-26,6669,緯穎,2417000,10344760000,3.73
2026-06-26,2308,台達電,5614000,10161340000,3.66
2026-06-26,8046,南電,8917000,10031625000,3.61
2026-06-26,2368,金像電,8315000,9894850000,3.56
2026-06-26,3665,貿聯-KY,4833848,8966788040,3.23
2026-06-26,3711,日月光投控,12742000,8052944000,2.9
2026-06-26,6274,台燿,5058000,7991640000,2.88
2026-06-26,3653,健策,2267000,7719135000,2.78
2026-06-26,5274,信驊,379000,5918085000,2.13
2026-06-26,6510,精測,930000,3022500000,1.09
2026-06-26,6805,富世達,1811000,2970040000,1.07
2026-06-26,8210,勤誠,2267000,2788410000,1.0
2026-06-26,6515,穎崴,281000,2301390000,0.83
2026-06-26,3533,嘉澤,852000,1793460000,0.65
2026-06-26,2317,鴻海,7307000,1815789500,0.65
2026-06-26,6187,萬潤,1334000,1434050000,0.52
2026-06-26,2449,京元電子,4481000,1380148000,0.5
2026-06-26,6147,頎邦,6275000,1358537500,0.49
2026-06-26,5439,高技,3528000,1067220000,0.38
2026-06-26,6278,台表科,4334000,825627000,0.3
2026-06-26,6271,同欣電,2966000,756330000,0.27
2026-06-26,1590,亞德客-KY,530000,720800000,0.26
2026-06-26,4966,譜瑞-KY,1116000,678528000,0.24
2026-06-26,8358,金居,980000,558600000,0.2
2026-06-26,6191,精成科,3988000,400794000,0.14
2026-06-26,3264,欣銓,1508000,323466000,0.12
2026-06-26,3376,新日興,1741000,338624500,0.12
2026-06-26,6488,環球晶,350000,327600000,0.12
2026-06-26,2002,中鋼,5163000,98097000,0.04
2026-06-26,8996,高力,1000,1370000,0.0
2026-06-26,3661,世芯-KY,1000,3870000,0.0
2026-06-26,1815,富喬,107000,10346900,0.0
2026-06-26,3443,創意,1000,4420000,0.0
2026-06-26,2439,美律,18000,1612800,0.0
2026-06-26,3008,大立光,1000,4720000,0.0
2026-06-26,4958,臻鼎-KY,1000,580000,0.0
2026-06-26,2382,廣達,1000,362000,0.0
2026-06-26,2313,華通,1000,222500,0.0
2026-06-26,8150,南茂,1000,97500,0.0
2026-06-26,5347,世界,1000,202000,0.0
2026-06-26,2481,強茂,5000,875000,0.0
