date,code,name,shares,amount,weight
2026-06-02,2330,台積電,11960000,28464800000,9.97
2026-06-02,2383,台光電,4486000,21801960000,7.64
2026-06-02,2454,聯發科,4263000,19290075000,6.76
2026-06-02,2308,台達電,6572000,15509920000,5.43
2026-06-02,2327,國巨*,18313000,15492798000,5.43
2026-06-02,2345,智邦,6231000,15110175000,5.29
2026-06-02,3017,奇鋐,5191000,14015700000,4.91
2026-06-02,6669,緯穎,2437000,13342575000,4.67
2026-06-02,3037,欣興,12466000,12154350000,4.26
2026-06-02,6223,旺矽,2169000,11962035000,4.19
2026-06-02,3711,日月光投控,17948000,10589320000,3.71
2026-06-02,3665,貿聯-KY,4703848,10324946360,3.62
2026-06-02,2303,聯電,71690000,10144135000,3.55
2026-06-02,2368,金像電,7769000,9905475000,3.47
2026-06-02,8046,南電,10828000,9333736000,3.27
2026-06-02,3653,健策,2267000,9045330000,3.17
2026-06-02,5274,信驊,422000,7636090000,2.67
2026-06-02,6274,台燿,4400000,6996000000,2.45
2026-06-02,6805,富世達,1761000,3856590000,1.35
2026-06-02,6515,穎崴,442000,3571360000,1.25
2026-06-02,6510,精測,930000,2989950000,1.05
2026-06-02,8210,勤誠,2167000,2979625000,1.04
2026-06-02,3533,嘉澤,852000,2227980000,0.78
2026-06-02,2317,鴻海,7307000,2203060500,0.77
2026-06-02,2382,廣達,5441000,2179120500,0.76
2026-06-02,2404,漢唐,1715000,1972250000,0.69
2026-06-02,6147,頎邦,5775000,1622775000,0.57
2026-06-02,4966,譜瑞-KY,1642000,1357934000,0.48
2026-06-02,6187,萬潤,1334000,1347340000,0.47
2026-06-02,5439,高技,3528000,1319472000,0.46
2026-06-02,3008,大立光,329000,1266650000,0.44
2026-06-02,8150,南茂,11635000,1147211000,0.4
2026-06-02,2449,京元電子,3645000,1117192500,0.39
2026-06-02,8996,高力,1034000,1085700000,0.38
2026-06-02,6278,台表科,3734000,800943000,0.28
2026-06-02,3443,創意,167000,757345000,0.27
2026-06-02,1590,亞德客-KY,530000,678400000,0.24
2026-06-02,8358,金居,980000,614460000,0.22
2026-06-02,6191,精成科,3988000,386836000,0.14
2026-06-02,3376,新日興,1741000,368221500,0.13
2026-06-02,6271,同欣電,686000,171157000,0.06
2026-06-02,2002,中鋼,5163000,97838850,0.03
2026-06-02,2313,華通,329000,88994500,0.03
2026-06-02,1319,東陽,511000,47063100,0.02
2026-06-02,3264,欣銓,1000,214500,0.0
2026-06-02,2357,華碩,1000,920000,0.0
2026-06-02,3661,世芯-KY,1000,4575000,0.0
2026-06-02,1815,富喬,107000,11716500,0.0
2026-06-02,2439,美律,18000,1683000,0.0
2026-06-02,5347,世界,1000,171500,0.0
2026-06-02,2481,強茂,5000,730000,0.0
