date,code,name,shares,amount,weight
2026-09-18,2330,台積電,11864000,29185440000,10.39
2026-09-18,2454,聯發科,5186000,24426060000,8.7
2026-09-18,2383,台光電,4750000,23227500000,8.27
2026-09-18,3017,奇鋐,5949000,20405070000,7.26
2026-09-18,3037,欣興,20300000,19914300000,7.09
2026-09-18,6223,旺矽,2546000,14766800000,5.26
2026-09-18,2303,聯電,89118000,13902408000,4.95
2026-09-18,3653,健策,2512000,13878800000,4.94
2026-09-18,2327,國巨*,24987000,13742850000,4.89
2026-09-18,6669,緯穎,5972561,12781280540,4.55
2026-09-18,2308,台達電,7240000,12561400000,4.47
2026-09-18,2345,智邦,6464000,11990720000,4.27
2026-09-18,3711,日月光投控,16811000,10725418000,3.82
2026-09-18,8046,南電,9426000,10368600000,3.69
2026-09-18,3665,貿聯-KY,4280848,9460674080,3.37
2026-09-18,6274,台燿,5398000,7395260000,2.63
2026-09-18,6805,富世達,1773000,4069035000,1.45
2026-09-18,5274,信驊,207900,4010391000,1.43
2026-09-18,2449,京元電子,13138450,3829858175,1.36
2026-09-18,3443,創意,413000,2952950000,1.05
2026-09-18,3264,欣銓,6628000,1779618000,0.63
2026-09-18,6510,精測,446000,1569920000,0.56
2026-09-18,4958,臻鼎-KY,2712000,1282776000,0.46
2026-09-18,2368,金像電,1234000,1258680000,0.45
2026-09-18,8210,勤誠,1364000,1230328000,0.44
2026-09-18,8996,高力,485000,693550000,0.25
2026-09-18,6278,台表科,3248000,636608000,0.23
2026-09-18,6515,穎崴,95000,611325000,0.22
2026-09-18,6271,同欣電,2222000,509949000,0.18
2026-09-18,6191,精成科,3988000,331801600,0.12
2026-09-18,3376,新日興,1740000,311460000,0.11
2026-09-18,2313,華通,501000,114478500,0.04
2026-09-18,2002,中鋼,5163000,96806250,0.03
2026-09-18,8358,金居,1000,499500,0.0
2026-09-18,3661,世芯-KY,1000,3540000,0.0
2026-09-18,2439,美律,1000,78200,0.0
2026-09-18,1590,亞德客-KY,1000,1220000,0.0
2026-09-18,3008,大立光,1000,6430000,0.0
2026-09-18,2382,廣達,1000,343000,0.0
2026-09-18,6187,萬潤,1000,1250000,0.0
2026-09-18,4979,華星光,1000,611000,0.0
2026-09-18,2408,南亞科,1000,525000,0.0
2026-09-18,2637,慧洋-KY,1000,102000,0.0
2026-09-18,2360,致茂,1000,2290000,0.0
2026-09-18,6488,環球晶,1000,944000,0.0
2026-09-18,4966,譜瑞-KY,1000,568000,0.0
2026-09-18,8150,南茂,1000,94000,0.0
2026-09-18,2317,鴻海,1000,250500,0.0
2026-09-18,5347,世界,1000,172000,0.0
2026-09-18,2481,強茂,5000,842500,0.0
